,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
3905,2018-01-15,2022-07-25,52.0,54.62584272673803,5.0496975514192854,2.0537109375
3906,2018-01-15,2022-06-20,51.0,51.95140249792466,1.8654950939699242,0.78662109375
3907,2018-01-15,2022-05-23,50.0,53.679295707321586,7.358591414643172,3.0810546875
3908,2018-01-15,2022-04-25,49.0,54.03757294595683,10.280761114197617,4.322265625
3909,2018-01-15,2022-03-21,48.0,53.75434551304245,11.98821981883844,5.1318359375
3910,2018-01-15,2022-02-21,47.0,52.584322344275336,11.88153690271348,5.1728515625
3911,2018-01-15,2022-01-24,46.0,52.819781120660245,14.8256111318701,6.4931640625
3912,2018-01-15,2021-12-20,45.0,53.40439695032737,18.67643766739415,8.2841796875
3913,2018-01-15,2021-11-22,44.0,54.204553752297564,23.192167618858097,10.314453125
3914,2018-01-15,2021-10-25,43.0,52.08545257065522,21.128959466640048,9.6337890625
3915,2018-01-15,2021-09-20,42.0,49.79121545548463,18.550512989249125,8.7734375
3916,2018-01-15,2021-08-23,41.0,49.45956906642166,20.633095283955264,9.876953125
3917,2018-01-15,2021-07-26,40.0,47.305019998760116,18.26254999690029,8.9814453125
3918,2018-01-15,2021-06-21,39.0,45.46058818493777,16.565610730609666,8.439453125
3919,2018-01-15,2021-05-25,38.0,43.53035082732133,14.553554808740339,7.6015625
3920,2018-01-15,2021-04-26,37.0,41.880361699177534,13.190166754533877,7.0703125
3921,2018-01-15,2021-03-22,36.0,39.86002278236987,10.722285506582965,5.978515625
3922,2018-01-15,2021-02-22,35.0,38.27535058289269,9.358144522550548,5.3525390625
3923,2018-01-15,2021-01-25,34.0,36.83913692276326,8.350402714009586,4.8935546875
3924,2018-01-15,2020-12-21,33.0,34.72870087836249,5.238487510189358,3.205078125
3925,2018-01-15,2020-11-23,32.0,33.396264760238324,4.363327375744763,2.7373046875
3926,2018-01-15,2020-10-26,31.0,30.65757147269836,-1.1046081525859315,-0.720703125
3927,2018-01-15,2020-09-21,30.0,29.810667343355593,-0.6311088554813556,-0.42578125
3928,2018-01-15,2020-08-24,29.0,29.022667635175125,0.0781642592245695,0.0537109375
3929,2018-01-15,2020-07-27,28.0,27.548030837986886,-1.6141755786182646,-1.146484375
3930,2018-01-15,2020-06-29,27.0,26.242752558150876,-2.8046201549967553,-2.0478515625
3931,2018-01-15,2020-04-20,25.0,23.23555162414309,-7.057793503427647,-5.642578125
3932,2018-01-15,2020-03-23,24.0,20.17536535757671,-15.935977676763713,-13.345703125
3933,2018-01-15,2020-02-24,23.0,24.47890670140065,6.430029136524564,5.2890625
3934,2018-01-15,2020-01-20,22.0,23.437943434519294,6.536106520542247,5.63671875
3935,2018-01-15,2019-12-23,21.0,22.115995643976174,5.314264971315112,4.740234375
3936,2018-01-15,2019-11-25,20.0,20.844028744974366,4.220143724871832,3.89453125
3937,2018-01-15,2019-10-21,19.0,19.558113667742074,2.93744035653723,2.861328125
3938,2018-01-15,2019-09-23,18.0,18.6849506692271,3.8052814957061067,3.8359375
3939,2018-01-15,2019-08-26,17.0,17.227776974048584,1.3398645532269673,1.404296875
3940,2018-01-15,2019-07-22,16.0,16.4027153097611,2.5169706860068697,2.796875
3941,2018-01-15,2019-06-24,15.0,15.185521539566047,1.2368102637736438,1.431640625
3942,2018-01-15,2019-05-20,14.0,13.97983627728547,-0.1440265908180725,-0.177734375
3943,2018-01-15,2019-04-23,13.0,13.207407761348247,1.5954443180634352,2.0546875
3944,2018-01-15,2019-03-25,12.0,11.891746421499713,-0.9021131541690597,-1.21875
3945,2018-01-15,2019-02-25,11.0,10.740349041683137,-2.3604632574260265,-3.33984375
3946,2018-01-15,2019-01-21,10.0,9.482200184468772,-5.1779981553122845,-7.8828125
3947,2018-01-15,2018-12-24,9.0,8.27242262136659,-8.08419309592677,-12.859375
3948,2018-01-15,2018-11-26,8.0,7.5506575168342955,-5.616781039571306,-9.517578125
3949,2018-01-15,2018-10-22,7.0,6.684584965186488,-4.505929068764455,-8.41796875
3950,2018-01-15,2018-09-24,6.0,5.850564326045285,-2.4905945659119113,-5.00390625
3951,2018-01-15,2018-08-20,5.0,4.920398292493869,-1.5920341501226254,-3.609375
3952,2018-01-15,2018-07-23,4.0,3.9349894725466434,-1.625263186333914,-3.99609375
3953,2018-01-15,2018-06-25,3.0,2.9325707454606613,-2.247641817977956,-6.05078125
3954,2018-01-15,2018-05-22,2.0,1.9703274845670107,-1.483625771649466,-4.7109375
3955,2018-01-15,2018-04-23,1.0,0.9579883134633339,-4.20116865366661,-14.7734375
3956,2018-01-15,2018-03-26,,,,
3957,2018-01-15,2018-02-26,,,,
3958,2018-01-15,2018-01-22,,,,
3965,2017-12-11,2022-12-27,58.0,59.53790684163773,2.6515635200650483,0.9833984375
3966,2017-12-11,2022-11-21,57.0,58.75337112099047,3.076089685948197,1.1630859375
3967,2017-12-11,2022-10-24,56.0,55.304465501090235,-1.2420258909102952,-0.4853515625
3968,2017-12-11,2022-09-26,55.0,53.41154131012068,-2.888106708871486,-1.15234375
3969,2017-12-11,2022-08-22,54.0,57.079555732737035,5.702880986550064,2.24072265625
