,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
2311,2020-02-10,2022-12-20,32.0,30.61376187397928,-4.331994143814755,-2.798828125
2312,2020-02-10,2022-11-21,31.0,30.714183295881703,-0.9219893681235375,-0.603515625
2313,2020-02-10,2022-10-20,30.0,28.770298928651385,-4.099003571162048,-2.79296875
2314,2020-02-10,2022-09-20,29.0,28.805014803677473,-0.6723627459397485,-0.466796875
2315,2020-02-10,2022-08-22,28.0,29.465950332485363,5.23553690173344,3.673828125
2316,2020-02-10,2022-07-20,27.0,27.209483640428946,0.775865334922022,0.5703125
2317,2020-02-10,2022-06-20,26.0,24.92965136206193,-4.116725530531044,-3.15625
2318,2020-02-10,2022-05-20,25.0,25.028737038716443,0.11494815486577181,0.08984375
2319,2020-02-10,2022-04-20,24.0,25.993690803047045,8.30704501269602,6.626953125
2320,2020-02-10,2022-03-21,23.0,24.89654517711782,8.245848596164429,6.810546875
2321,2020-02-10,2022-02-21,22.0,23.574326645500502,7.156030206820464,6.107421875
2322,2020-02-10,2022-01-20,21.0,23.450567536111624,11.669369219579162,10.3173828125
2323,2020-02-10,2021-12-20,20.0,22.885945363403874,14.429726817019368,13.2578125
2324,2020-02-10,2021-11-22,19.0,22.547095386117746,18.668923084830244,17.701171875
2325,2020-02-10,2021-10-20,18.0,20.718862391127104,15.104791061817243,15.142578125
2326,2020-02-10,2021-09-20,17.0,19.27420777161794,13.377692774223185,14.05078125
2327,2020-02-10,2021-08-20,16.0,18.39786663664254,14.986666479015875,16.546875
2328,2020-02-10,2021-07-20,15.0,17.017692326481015,13.451282176540099,15.67578125
2329,2020-02-10,2021-06-21,14.0,15.836307260017474,13.116480428696244,16.05078125
2330,2020-02-10,2021-05-20,13.0,14.369787831349486,10.536829471919122,13.71484375
2331,2020-02-10,2021-04-20,12.0,13.51643895442244,12.636991286853672,17.45703125
2332,2020-02-10,2021-03-22,11.0,12.281589308238503,11.650811893077304,17.02734375
2333,2020-02-10,2021-02-22,10.0,11.050700477499008,10.507004774990083,16.22265625
2334,2020-02-10,2021-01-20,9.0,9.86662398707659,9.62915541196211,16.12109375
2335,2020-02-10,2020-12-21,8.0,8.477603594689409,5.970044933617613,10.640625
2336,2020-02-10,2020-11-20,7.0,7.439861658726492,6.283737981807024,12.1875
2337,2020-02-10,2020-10-20,6.0,6.240441490848171,4.007358180802845,8.42578125
2338,2020-02-10,2020-09-21,5.0,5.062268849154687,1.2453769830937311,2.80859375
2339,2020-02-10,2020-08-20,4.0,4.119432183377709,2.9858045844427306,7.625
2340,2020-02-10,2020-07-20,3.0,3.086625554001204,2.8875184667068066,8.31640625
2341,2020-02-10,2020-06-22,2.0,1.9590042355431547,-2.0497882228422637,-6.1796875
2342,2020-02-10,2020-05-20,1.0,0.8816684478008929,-11.833155219910708,64.0
2343,2020-02-10,2020-04-20,,,,
2344,2020-02-10,2020-03-20,,,,
2345,2020-02-10,2020-02-20,,,,
2376,2020-01-10,2023-01-20,34.0,33.492162105106836,-1.4936408673328363,-0.908203125
2377,2020-01-10,2022-12-20,33.0,31.64917068509536,-4.093422166377698,-2.5751953125
2378,2020-01-10,2022-11-21,32.0,31.784689517840558,-0.6728452567482557,-0.4287109375
2379,2020-01-10,2022-10-20,31.0,29.80439393294448,-3.8567937646952313,-2.5556640625
2380,2020-01-10,2022-09-20,30.0,29.874911043897086,-0.41696318700971347,-0.28125
2381,2020-01-10,2022-08-22,29.0,30.59860430933895,5.512428652892928,3.751953125
2382,2020-01-10,2022-07-20,28.0,28.292905052674534,1.0460894738376223,0.74609375
2383,2020-01-10,2022-06-20,27.0,25.956801958862066,-3.8636964486590157,-2.87109375
2384,2020-01-10,2022-05-20,26.0,26.098386940156743,0.37841130829516617,0.287109375
2385,2020-01-10,2022-04-20,25.0,27.146051882245505,8.58420752898202,6.611328125
2386,2020-01-10,2022-03-21,24.0,26.04170377962595,8.507099081774797,6.775390625
2387,2020-01-10,2022-02-21,23.0,24.70015351904176,7.391971821920692,6.080078125
2388,2020-01-10,2022-01-20,22.0,24.615351128038196,11.88795967290089,10.10546875
2389,2020-01-10,2021-12-20,21.0,24.07232465498337,14.630117404682707,12.8974609375
2390,2020-01-10,2021-11-22,20.0,23.76867766230258,18.843388311512896,17.10546875
2391,2020-01-10,2021-10-20,19.0,21.89455527185173,15.234501430798574,14.6015625
2392,2020-01-10,2021-09-20,18.0,20.423272603340862,13.462625574115902,13.49609375
2393,2020-01-10,2021-08-20,17.0,19.554943343902096,15.029078493541741,15.796875
2394,2020-01-10,2021-07-20,16.0,18.150733407130662,13.442083794566638,14.87890625
2395,2020-01-10,2021-06-21,15.0,16.95619854201914,13.041323613460941,15.12109375
2396,2020-01-10,2021-05-20,14.0,15.455531866371436,10.396656188367398,12.7890625
2397,2020-01-10,2021-04-20,13.0,14.613479382038506,12.411379861834659,16.13671875
2398,2020-01-10,2021-03-22,12.0,13.36044758785781,11.33706323214841,15.546875
2399,2020-01-10,2021-02-22,11.0,12.111587756646678,10.105343242242526,14.58984375
2400,2020-01-10,2021-01-20,10.0,10.911991923127673,9.119919231276725,14.201171875
2401,2020-01-10,2020-12-21,9.0,9.480026470213952,5.333627446821687,8.8125
2402,2020-01-10,2020-11-20,8.0,8.441228796625417,5.5153599578177115,9.841796875
2403,2020-01-10,2020-10-20,7.0,7.214723093440956,3.067472763442223,5.89453125
2404,2020-01-10,2020-09-21,6.0,6.003752202844931,0.0625367140821768,0.12890625
2405,2020-01-10,2020-08-20,5.0,5.069725081032835,1.394501620656694,3.1796875
2406,2020-01-10,2020-07-20,4.0,4.036507887024145,0.9126971756036273,2.3046875
2407,2020-01-10,2020-06-22,3.0,2.8844638381601264,-3.8512053946624527,-10.17578125
2408,2020-01-10,2020-05-20,2.0,1.7795967592253525,-11.020162038732373,-30.8828125
2409,2020-01-10,2020-04-20,1.0,0.8651183321038566,-13.488166789614342,64.0
2410,2020-01-10,2020-03-20,,,,
2411,2020-01-10,2020-02-20,,,,
2412,2020-01-10,2020-01-21,,,,
2442,2019-12-10,2023-01-20,35.0,34.588589696646295,-1.175458009582014,-0.6962890625
2443,2019-12-10,2022-12-20,34.0,32.71695216269688,-3.7736701097150664,-2.3125
2444,2019-12-10,2022-11-21,33.0,32.88866574751231,-0.33737652268996066,-0.208984375
2445,2019-12-10,2022-10-20,32.0,30.87082052677865,-3.5286858538167154,-2.2744140625
2446,2019-12-10,2022-09-20,31.0,30.97825822039115,-0.0701347729317711,-0.0458984375
2447,2019-12-10,2022-08-22,30.0,31.766671380076254,5.888904600254179,3.888671875
2448,2019-12-10,2022-07-20,29.0,29.410200273666252,1.4144837022974206,0.978515625
2449,2019-12-10,2022-06-20,28.0,27.01606702421176,-3.5140463421008534,-2.5322265625
2450,2019-12-10,2022-05-20,27.0,27.20148007594443,0.7462225034978937,0.548828125
2451,2019-12-10,2022-04-20,26.0,28.334442209492835,8.978623882664749,6.681640625
2452,2019-12-10,2022-03-21,25.0,27.22266644050593,8.890665762023716,6.8359375
2453,2019-12-10,2022-02-21,24.0,25.86118003305952,7.754916804414662,6.15234375
2454,2019-12-10,2022-01-20,23.0,25.81655236519274,12.245879848664092,10.01953125
2455,2019-12-10,2021-12-20,22.0,25.295796794063484,14.980894518470382,12.6875
2456,2019-12-10,2021-11-22,21.0,25.02845342804138,19.183111562101814,16.6962890625
2457,2019-12-10,2021-10-20,20.0,23.107006883145754,15.53503441572877,14.255859375
